jobs,lock,runtime_ns
4,backoff-1-512,43166576
4,backoff-1-512,42068016
4,backoff-1-512,43175960
4,backoff-1-512,44422750
4,backoff-1-512,43405834
4,backoff-1-512,43667832
4,backoff-1-512,42765556
4,backoff-1-512,42390528
4,backoff-1-512,43803116
4,backoff-1-512,42878876
4,backoff-1-512,42647054
4,backoff-1-512,44069474
4,backoff-1-512,43166659
4,backoff-1-512,42818311
4,backoff-1-512,45492705
4,backoff-1-512,43306171
4,backoff-1-512,44592218
4,backoff-1-512,43293551
4,backoff-1-512,44712452
4,backoff-1-512,42396321
4,backoff-1-512,44425249
4,backoff-1-512,43203447
4,backoff-1-512,44650786
4,backoff-1-512,44998527
4,backoff-1-512,43521878
4,backoff-1-512,44809010
6,backoff-1-512,82025702
6,backoff-1-512,81310500
6,backoff-1-512,81770434
6,backoff-1-512,80715902
6,backoff-1-512,80492250
6,backoff-1-512,80728610
6,backoff-1-512,80867210
6,backoff-1-512,80906929
6,backoff-1-512,81674266
6,backoff-1-512,80934713
6,backoff-1-512,80701164
6,backoff-1-512,82098888
6,backoff-1-512,81793889
6,backoff-1-512,81598131
6,backoff-1-512,82056024
6,backoff-1-512,82268546
6,backoff-1-512,81119312
6,backoff-1-512,82033272
6,backoff-1-512,80919934
6,backoff-1-512,81195557
6,backoff-1-512,80751353
6,backoff-1-512,81083774
6,backoff-1-512,80944593
6,backoff-1-512,80978939
6,backoff-1-512,81219005
6,backoff-1-512,81218478
6,backoff-1-512,81891129
6,backoff-1-512,81129042
6,backoff-1-512,81753984
6,backoff-1-512,81726960
6,backoff-1-512,80908581
6,backoff-1-512,81470134
6,backoff-1-512,80471737
6,backoff-1-512,82449202
6,backoff-1-512,82016095
6,backoff-1-512,80918512
6,backoff-1-512,81470503
6,backoff-1-512,82035329
6,backoff-1-512,82830003
6,backoff-1-512,80662368
6,backoff-1-512,82133481
6,backoff-1-512,80705138
6,backoff-1-512,81750882
6,backoff-1-512,81174034
6,backoff-1-512,81816179
6,backoff-1-512,80431577
6,backoff-1-512,81714202
6,backoff-1-512,80914830
6,backoff-1-512,80891959
6,backoff-1-512,81186170
8,backoff-1-512,124848063
8,backoff-1-512,121442206
8,backoff-1-512,126044448
8,backoff-1-512,123493351
8,backoff-1-512,121136610
8,backoff-1-512,125459564
8,backoff-1-512,126516496
8,backoff-1-512,124234858
8,backoff-1-512,126459756
8,backoff-1-512,124717282
